NbCI,Method,Parametre_method_1,Parametre_method_2,fct_obj,nbr_evaluation,nbr_evaluation_aborted,temps,temps_CPU,delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0
91,MCMC,Gibbs,/,27838464161.326011657714844,29999,0,2.246016919000000,2.245687562000000,0.199682666428510,0.656057757665570,0.966742897855770,0.019999362742366,0.000081704337973,0.030633591262877,0.063051927951629,0.008363523428525,0.007642295801926,0.039680619391177,0.041625518934947,0.008873055058807
91,MCMC,Gibbs,/,27812914991.323081970214844,59999,0,4.353871298000001,4.353426242000000,0.196249406796255,0.652671747658493,0.969809372507096,0.016824144837383,0.000082697493269,0.033969314631657,0.066303965614793,0.011694466028457,0.011004657435093,0.043004044843113,0.044930488694872,0.012179002960212
91,MCMC,Gibbs,/,27772343116.389980316162109,89999,0,6.479832366000000,6.479238618000000,0.192642701305986,0.649048927028555,0.973371903806155,0.013159817352496,0.000083707768691,0.037717478749054,0.069755906873175,0.015252418239459,0.014604886603445,0.046641124399991,0.048614931993571,0.015971978028413
91,MCMC,Gibbs,/,27692567021.911548614501953,119999,0,8.614232093000000,8.613531103000000,0.188788534396475,0.645265862638846,0.977035375293551,0.009325803323081,0.000084914305625,0.041355504011498,0.073750112784296,0.019134048235687,0.018424661069658,0.050742656754774,0.052494353694076,0.019888153662883
91,MCMC,Gibbs,/,27330157857.675838470458984,149999,0,10.788823882000001,10.787915502000001,0.184678760138938,0.641119260487491,0.980915463900860,0.005115906893960,0.000086118567955,0.045333498342671,0.077940358078756,0.023154542550589,0.022629720906176,0.054832865409751,0.056528656819114,0.024127372102406
91,MCMC,Gibbs,/,24663419795.343616485595703,179999,0,12.897051039000001,12.893661198000000,0.180581076630218,0.636829653366360,0.985321704302488,0.000883750765147,0.000087359089289,0.049379586109462,0.082003365284953,0.027421692841008,0.026894269782064,0.059129764463512,0.060382865573441,0.027983401708667
91,MCMC,Gibbs,/,4626176.396504883654416,209999,0,15.083714685000000,15.079595084999999,0.176625000039988,0.633209533711304,0.989082704340598,0.000282266400115,0.000088483302590,0.053326022003174,0.085644004699248,0.031643608138869,0.030975390983721,0.063071108831795,0.064516469112183,0.032205641191692
91,MCMC,Gibbs,/,4397101.159142775461078,239999,0,17.197175594000001,17.192431866000000,0.172912307976799,0.635106469982594,0.988914865132095,0.003875919349356,0.000088382586035,0.053275202876129,0.085370395738323,0.035414195069217,0.034776626535501,0.066989843816018,0.068358334594005,0.036071478233531
91,MCMC,Gibbs,/,4165834.710747975390404,269999,0,19.366272041000002,19.360111265000000,0.168672391576791,0.637120145869870,0.988897607775188,0.004294009039765,0.000088151447279,0.053205374049828,0.085057324482175,0.039622211386237,0.039287158038977,0.071369163828599,0.072650404907036,0.040276020183986
91,MCMC,Gibbs,/,3895191.526509299874306,299999,0,21.509948565000002,21.502448095999998,0.163633005969813,0.639463776938961,0.988574916456410,0.004452311568155,0.000087903511112,0.053111255565965,0.084696782636323,0.045353200093203,0.044504475883878,0.076758526493009,0.078176957614836,0.045781815376856
91,MCMC,Gibbs,/,3594269.600375870242715,329999,0,23.613456011000000,23.605587458999999,0.157555520506160,0.642247720852197,0.988093222285403,0.004557862536167,0.000087441801330,0.052992456493798,0.084277849144559,0.051686749507794,0.050905299358640,0.083093918356092,0.084431858493005,0.052001022518222
91,MCMC,Gibbs,/,3257992.629235214553773,359999,0,25.705337564000001,25.697105215000001,0.150254695147697,0.645717232343372,0.987971865103966,0.004694169763522,0.000086984755606,0.052879523421405,0.083732852927772,0.058879593073968,0.058237848038933,0.089973288140874,0.091773886846221,0.058901394015859
91,MCMC,Gibbs,/,2895050.228268673643470,389999,0,27.787445610000002,27.778859586999999,0.141716368672699,0.649752989752828,0.987159580006252,0.004986312423786,0.000086298633848,0.052724380147623,0.083154883773899,0.067299505263707,0.066362823900297,0.098261065170899,0.099793660039264,0.067233551568739
91,MCMC,Gibbs,/,2496265.404904506634921,419999,0,29.936421591000002,29.926454409000002,0.132201402841118,0.654744117342123,0.987415715055347,0.005414439828847,0.000085568737155,0.052564158697150,0.082579163338854,0.077157005557046,0.076118488798117,0.108181828606924,0.109370025418167,0.078104376528004
91,MCMC,Gibbs,/,2057179.887546161655337,449999,0,32.035724119000001,32.025270544000001,0.120917752299790,0.659879045400032,0.986665937595345,0.005863003515567,0.000084623357206,0.052361682165574,0.081775230668402,0.087811692533725,0.086700294260195,0.119786278347385,0.120590208079538,0.089360661572488
91,MCMC,Gibbs,/,1584439.434663777938113,479999,0,34.173143254999999,34.162241887999997,0.108245331804643,0.665777413435758,0.986664386951229,0.006543881779367,0.000083133514444,0.052145468091695,0.080914579224147,0.100541058262568,0.099887270701286,0.132620388071938,0.133948696596818,0.101342099155004
91,MCMC,Gibbs,/,1100332.398176742484793,509999,0,36.341705523000002,36.330679189999998,0.094108121899100,0.672984745447979,0.987129223059661,0.007306053240164,0.000081559659107,0.051922588057581,0.080044643466530,0.114997966849964,0.114138261350906,0.146391129376926,0.148045005159022,0.115789341484244
