S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3,S_4,I_4,R_4,Q_4,D_4,Q_entry_4,D_entry_4,S_5,I_5,R_5,Q_5,D_5,Q_entry_5,D_entry_5,S_6,I_6,R_6,Q_6,D_6,Q_entry_6,D_entry_6,S_7,I_7,R_7,Q_7,D_7,Q_entry_7,D_entry_7
0.0913849,0.0453284,0.0942285,4.79578e-15,1.67072e-13,4.79578e-15,5.07396e-15,0.264498,4.90122e-49,5.29745e-05,7.77089e-49,0.000154747,7.31178e-49,1.19362e-48,0.151856,1.36162e-27,5.04652e-05,1.12194e-27,5.68338e-05,1.01975e-27,9.84761e-28,0.131,7.68865e-79,0.00011881,6.96645e-78,0.000127434,6.63192e-78,6.43136e-77,0.0479965,1.01873e-37,0.000234704,1.37101e-37,1.19111e-06,1.242e-37,2.12617e-39,0.0469289,7.317e-105,7.14852e-05,1.56345e-85,9.60043e-05,1.32468e-103,9.00174e-85,0.0443314,2.72173e-129,0.000193033,2.28884e-114,7.49455e-05,8.36888e-128,1.71035e-113,0.0810844,6.68235e-28,0.000100153,6.683e-28,3.03721e-05,5.87107e-28,3.62345e-28
0.0913849,0.0428433,0.0967137,4.53284e-15,1.71868e-13,4.53284e-15,4.79578e-15,0.264498,2.43227e-49,5.29745e-05,3.84499e-49,0.000154747,3.62853e-49,5.62785e-49,0.151856,8.57096e-28,5.04652e-05,7.04686e-28,5.68338e-05,6.41899e-28,6.05031e-28,0.131,5.94478e-80,0.00011881,5.3901e-79,0.000127434,5.12773e-79,5.04416e-78,0.0479965,4.09586e-38,0.000234704,5.50888e-38,1.19111e-06,4.99355e-38,8.49326e-40,0.0469289,3.87725e-106,7.14852e-05,1.41755e-86,9.60043e-05,7.01942e-105,8.16169e-86,0.0443314,8.21669e-131,0.000193033,8.81327e-116,7.49455e-05,2.5265e-129,6.58579e-115,0.0810844,3.24485e-28,0.000100153,3.24732e-28,3.03721e-05,2.8509e-28,1.76911e-28
0.0913849,0.0404943,0.0990627,4.28433e-15,1.76401e-13,4.28433e-15,4.53284e-15,0.264498,1.20703e-49,5.29745e-05,1.90779e-49,0.000154747,1.80068e-49,2.78463e-49,0.151856,5.39515e-28,5.04652e-05,4.43491e-28,5.68338e-05,4.04055e-28,3.80017e-28,0.131,4.59644e-81,0.00011881,4.16771e-80,0.000127434,3.96471e-80,3.90278e-79,0.0479965,1.64677e-38,0.000234704,2.21475e-38,1.19111e-06,2.00769e-38,3.4127e-40,0.0469289,2.05454e-107,7.14852e-05,1.28526e-87,9.60043e-05,3.71956e-106,7.40003e-87,0.0443314,2.48055e-132,0.000193033,3.39359e-117,7.49455e-05,7.62729e-131,2.53589e-116,0.0810844,1.57565e-28,0.000100153,1.57698e-28,3.03721e-05,1.38435e-28,8.59623e-29
0.0913849,0.0382742,0.101283,4.04943e-15,1.80685e-13,4.04943e-15,4.28433e-15,0.264498,5.98998e-50,5.29745e-05,9.46746e-50,0.000154747,8.93602e-50,1.38166e-49,0.151856,3.39607e-28,5.04652e-05,2.79158e-28,5.68338e-05,2.5434e-28,2.39162e-28,0.131,3.55392e-82,0.00011881,3.22243e-81,0.000127434,3.06547e-81,3.01769e-80,0.0479965,6.62092e-39,0.000234704,8.90451e-39,1.19111e-06,8.07204e-39,1.37202e-40,0.0469289,1.08869e-108,7.14852e-05,1.16532e-88,9.60043e-05,1.97098e-107,6.70944e-88,0.0443314,7.48858e-134,0.000193033,1.30672e-118,7.49455e-05,2.30262e-132,9.76454e-118,0.0810844,7.6511e-29,0.000100153,7.65762e-29,3.03721e-05,6.72221e-29,4.17454e-29
0.0913849,0.0361758,0.103381,3.82742e-15,1.84735e-13,3.82742e-15,4.04943e-15,0.264498,2.97257e-50,5.29745e-05,4.6983e-50,0.000154747,4.43457e-50,6.85654e-50,0.151856,2.13772e-28,5.04652e-05,1.75721e-28,5.68338e-05,1.60099e-28,1.50542e-28,0.131,2.74785e-83,0.00011881,2.49155e-82,0.000127434,2.37019e-82,2.33325e-81,0.0479965,2.66198e-39,0.000234704,3.58011e-39,1.19111e-06,3.24542e-39,5.51626e-41,0.0469289,5.76895e-110,7.14852e-05,1.05657e-89,9.60043e-05,1.04442e-108,6.08331e-89,0.0443314,2.26074e-135,0.000193033,5.03157e-120,7.49455e-05,6.95141e-134,3.75988e-119,0.0810844,3.71526e-29,0.000100153,3.71843e-29,3.03721e-05,3.2642e-29,2.02711e-29
0.0913849,0.0341924,0.105365,3.61758e-15,1.88562e-13,3.61758e-15,3.82742e-15,0.264498,1.47516e-50,5.29745e-05,2.33156e-50,0.000154747,2.20069e-50,3.40261e-50,0.151856,1.34562e-28,5.04652e-05,1.10611e-28,5.68338e-05,1.00777e-28,9.47612e-29,0.131,2.12461e-84,0.00011881,1.92644e-83,0.000127434,1.8326e-83,1.80404e-82,0.0479965,1.07027e-39,0.000234704,1.43941e-39,1.19111e-06,1.30484e-39,2.21784e-41,0.0469289,3.05695e-111,7.14852e-05,9.57968e-91,9.60043e-05,5.53433e-110,5.51561e-90,0.0443314,6.825e-137,0.000193033,1.93743e-121,7.49455e-05,2.09857e-135,1.44776e-120,0.0810844,1.80407e-29,0.000100153,1.80561e-29,3.03721e-05,1.58504e-29,9.84335e-30
0.0913849,0.0323177,0.107239,3.41924e-15,1.9218e-13,3.41924e-15,3.61758e-15,0.264498,7.32059e-51,5.29745e-05,1.15706e-50,0.000154747,1.09211e-50,1.68857e-50,0.151856,8.47027e-29,5.04652e-05,6.96259e-29,5.68338e-05,6.34358e-29,5.96491e-29,0.131,1.64272e-85,0.00011881,1.4895e-84,0.000127434,1.41695e-84,1.39487e-83,0.0479965,4.30308e-40,0.000234704,5.78723e-40,1.19111e-06,5.24619e-40,8.91698e-42,0.0469289,1.61987e-112,7.14852e-05,8.68569e-92,9.60043e-05,2.93262e-111,5.00088e-91,0.0443314,2.06041e-138,0.000193033,7.46014e-123,7.49455e-05,6.33542e-137,5.57465e-122,0.0810844,8.76029e-30,0.000100153,8.76777e-30,3.03721e-05,7.69673e-30,4.77978e-30
0.0913849,0.0305459,0.109011,3.23177e-15,1.95599e-13,3.23177e-15,3.41924e-15,0.264498,3.6329e-51,5.29745e-05,5.74198e-51,0.000154747,5.41966e-51,8.37965e-51,0.151856,5.33176e-29,5.04652e-05,4.38272e-29,5.68338e-05,3.99308e-29,3.75472e-29,0.131,1.27014e-86,0.00011881,1.15167e-85,0.000127434,1.09557e-85,1.0785e-84,0.0479965,1.73008e-40,0.000234704,2.32679e-40,1.19111e-06,2.10926e-40,3.58513e-42,0.0469289,8.58361e-114,7.14852e-05,7.87513e-93,9.60043e-05,1.55398e-112,4.53419e-92,0.0443314,6.22021e-140,0.000193033,2.87256e-124,7.49455e-05,1.91261e-138,2.14654e-123,0.0810844,4.25386e-30,0.000100153,4.25749e-30,3.03721e-05,3.73741e-30,2.32099e-30
0.0913849,0.0288712,0.110686,3.05459e-15,1.98831e-13,3.05459e-15,3.23177e-15,0.264498,1.80285e-51,5.29745e-05,2.8495e-51,0.000154747,2.68955e-51,4.15846e-51,0.151856,3.35617e-29,5.04652e-05,2.75878e-29,5.68338e-05,2.51352e-29,2.36348e-29,0.131,9.82057e-88,0.00011881,8.90457e-87,0.000127434,8.47083e-87,8.33882e-86,0.0479965,6.9559e-41,0.000234704,9.35501e-41,1.19111e-06,8.48043e-41,1.44142e-42,0.0469289,4.54842e-115,7.14852e-05,7.14021e-94,9.60043e-05,8.23451e-114,4.11105e-93,0.0443314,1.87783e-141,0.000193033,1.10609e-125,7.49455e-05,5.77402e-140,8.26536e-125,0.0810844,2.06561e-30,0.000100153,2.06737e-30,3.03721e-05,1.81483e-30,1.12704e-30
0.0913849,0.0272883,0.112269,2.88712e-15,2.01885e-13,2.88712e-15,3.05459e-15,0.264498,8.94679e-52,5.29745e-05,1.41408e-51,0.000154747,1.33471e-51,2.06367e-51,0.151856,2.1126e-29,5.04652e-05,1.73657e-29,5.68338e-05,1.58218e-29,1.48773e-29,0.131,7.59316e-89,0.00011881,6.88492e-88,0.000127434,6.54955e-88,6.44749e-87,0.0479965,2.79666e-41,0.000234704,3.76124e-41,1.19111e-06,3.40961e-41,5.79534e-43,0.0469289,2.41019e-116,7.14852e-05,6.47387e-95,9.60043e-05,4.36344e-115,3.7274e-94,0.0443314,5.66902e-143,0.000193033,4.25906e-127,7.49455e-05,1.74313e-141,3.18261e-126,0.0810844,1.00303e-30,0.000100153,1.00388e-30,3.03721e-05,8.81254e-31,5.47271e-31
0.0913849,0.0257922,0.113765,2.72883e-15,2.04772e-13,2.72883e-15,2.88712e-15,0.264498,4.43991e-52,5.29745e-05,7.0175e-52,0.000154747,6.62359e-52,1.02411e-51,0.151856,1.32982e-29,5.04652e-05,1.09311e-29,5.68338e-05,9.9593e-30,9.3648e-30,0.131,5.87095e-90,0.00011881,5.32335e-89,0.000127434,5.06404e-89,4.98513e-88,0.0479965,1.12442e-41,0.000234704,1.51223e-41,1.19111e-06,1.37086e-41,2.33005e-43,0.0469289,1.27715e-117,7.14852e-05,5.86972e-96,9.60043e-05,2.31217e-116,3.37956e-95,0.0443314,1.71143e-144,0.000193033,1.63997e-128,7.49455e-05,5.26237e-143,1.22548e-127,0.0810844,4.87055e-31,0.000100153,4.87471e-31,3.03721e-05,4.27923e-31,2.65746e-31
0.0913849,0.0243781,0.115179,2.57922e-15,2.07501e-13,2.57922e-15,2.72883e-15,0.264498,2.20334e-52,5.29745e-05,3.48249e-52,0.000154747,3.287e-52,5.08222e-52,0.151856,8.37076e-30,5.04652e-05,6.88079e-30,5.68338e-05,6.26906e-30,5.89484e-30,0.131,4.53935e-91,0.00011881,4.11595e-90,0.000127434,3.91546e-90,3.85445e-89,0.0479965,4.52078e-42,0.000234704,6.08002e-42,1.19111e-06,5.51161e-42,9.36812e-44,0.0469289,6.76758e-119,7.14852e-05,5.32195e-97,9.60043e-05,1.22521e-117,3.06417e-96,0.0443314,5.16667e-146,0.000193033,6.31477e-130,7.49455e-05,1.58867e-144,4.71876e-129,0.0810844,2.36506e-31,0.000100153,2.36708e-31,3.03721e-05,2.07793e-31,1.29042e-31
0.0913849,0.0230415,0.116515,2.43781e-15,2.1008e-13,2.43781e-15,2.57922e-15,0.264498,1.09342e-52,5.29745e-05,1.72821e-52,0.000154747,1.6312e-52,2.52209e-52,0.151856,5.26913e-30,5.04652e-05,4.33124e-30,5.68338e-05,3.94617e-30,3.71061e-30,0.131,3.50978e-92,0.00011881,3.18241e-91,0.000127434,3.0274e-91,2.98022e-90,0.0479965,1.81761e-42,0.000234704,2.44451e-42,1.19111e-06,2.21598e-42,3.76651e-44,0.0469289,3.58612e-120,7.14852e-05,4.8253e-98,9.60043e-05,6.49234e-119,2.77822e-97,0.0443314,1.55978e-147,0.000193033,2.43153e-131,7.49455e-05,4.79606e-146,1.81698e-130,0.0810844,1.14844e-31,0.000100153,1.14942e-31,3.03721e-05,1.00901e-31,6.26609e-32
0.0913849,0.0217782,0.117779,2.30415e-15,2.12518e-13,2.30415e-15,2.43781e-15,0.264498,5.42619e-53,5.29745e-05,8.57637e-53,0.000154747,8.09495e-53,1.25161e-52,0.151856,3.31674e-30,5.04652e-05,2.72637e-30,5.68338e-05,2.48399e-30,2.33571e-30,0.131,2.71372e-93,0.00011881,2.46061e-92,0.000127434,2.34075e-92,2.30427e-91,0.0479965,7.30782e-43,0.000234704,9.82831e-43,1.19111e-06,8.90948e-43,1.51435e-44,0.0469289,1.90027e-121,7.14852e-05,4.37499e-99,9.60043e-05,3.44027e-120,2.51895e-98,0.0443314,4.70884e-149,0.000193033,9.36271e-133,7.49455e-05,1.44789e-147,6.99636e-132,0.0810844,5.57664e-32,0.000100153,5.5814e-32,3.03721e-05,4.8996e-32,3.04272e-32
0.0913849,0.0205842,0.118973,2.17782e-15,2.14822e-13,2.17782e-15,2.30415e-15,0.264498,2.69279e-53,5.29745e-05,4.25609e-53,0.000154747,4.01718e-53,6.21119e-53,0.151856,2.08778e-30,5.04652e-05,1.71616e-30,5.68338e-05,1.56359e-30,1.47025e-30,0.131,2.09822e-94,0.00011881,1.90251e-93,0.000127434,1.80984e-93,1.78164e-92,0.0479965,2.93815e-43,0.000234704,3.95153e-43,1.19111e-06,3.58211e-43,6.08854e-45,0.0469289,1.00695e-122,7.14852e-05,3.96671e-100,9.60043e-05,1.82299e-121,2.28388e-99,0.0443314,1.42156e-150,0.000193033,3.60515e-134,7.49455e-05,4.37106e-149,2.69398e-133,0.0810844,2.70793e-32,0.000100153,2.71024e-32,3.03721e-05,2.37917e-32,1.4775e-32
0.0913849,0.0194557,0.120101,2.05842e-15,2.17e-13,2.05842e-15,2.17782e-15,0.264498,1.33632e-53,5.29745e-05,2.11211e-53,0.000154747,1.99355e-53,3.08235e-53,0.151856,1.31419e-30,5.04652e-05,1.08027e-30,5.68338e-05,9.84229e-31,9.25478e-31,0.131,1.62232e-95,0.00011881,1.471e-94,0.000127434,1.39935e-94,1.37754e-93,0.0479965,1.1813e-43,0.000234704,1.58874e-43,1.19111e-06,1.44021e-43,2.44794e-45,0.0469289,5.33577e-124,7.14852e-05,3.59653e-101,9.60043e-05,9.65993e-123,2.07074e-100,0.0443314,4.29158e-152,0.000193033,1.38818e-135,7.49455e-05,1.31959e-150,1.03733e-134,0.0810844,1.31493e-32,0.000100153,1.31605e-32,3.03721e-05,1.15529e-32,7.1745e-33
0.0913849,0.018389,0.121168,1.94557e-15,2.19059e-13,1.94557e-15,2.05842e-15,0.264498,6.63157e-54,5.29745e-05,1.04815e-53,0.000154747,9.89316e-54,1.52964e-53,0.151856,8.27242e-31,5.04652e-05,6.79995e-31,5.68338e-05,6.19541e-31,5.82558e-31,0.131,1.25436e-96,0.00011881,1.13736e-95,0.000127434,1.08196e-95,1.0651e-94,0.0479965,4.7495e-44,0.000234704,6.38763e-44,1.19111e-06,5.79046e-44,9.84208e-46,0.0469289,2.82741e-125,7.14852e-05,3.2609e-102,9.60043e-05,5.11876e-124,1.8775e-101,0.0443314,1.29559e-153,0.000193033,5.34525e-137,7.49455e-05,3.98373e-152,3.99428e-136,0.0810844,6.38509e-33,0.000100153,6.39054e-33,3.03721e-05,5.6099e-33,3.48382e-33
0.0913849,0.0173808,0.122176,1.8389e-15,2.21004e-13,1.8389e-15,1.94557e-15,0.264498,3.29096e-54,5.29745e-05,5.20153e-54,0.000154747,4.90956e-54,7.59094e-54,0.151856,5.20722e-31,5.04652e-05,4.28035e-31,5.68338e-05,3.89981e-31,3.66702e-31,0.131,9.6986e-98,0.00011881,8.79398e-97,0.000127434,8.36562e-97,8.23526e-96,0.0479965,1.90957e-44,0.000234704,2.56819e-44,1.19111e-06,2.32809e-44,3.95707e-46,0.0469289,1.49823e-126,7.14852e-05,2.95659e-103,9.60043e-05,2.71241e-125,1.70229e-102,0.0443314,3.91129e-155,0.000193033,2.05821e-138,7.49455e-05,1.20266e-153,1.53801e-137,0.0810844,3.1005e-33,0.000100153,3.10315e-33,3.03721e-05,2.72408e-33,1.69169e-33
0.0913849,0.0164279,0.123129,1.73808e-15,2.22843e-13,1.73808e-15,1.8389e-15,0.264498,1.63317e-54,5.29745e-05,2.5813e-54,0.000154747,2.4364e-54,3.76706e-54,0.151856,3.27778e-31,5.04652e-05,2.69434e-31,5.68338e-05,2.4548e-31,2.30827e-31,0.131,7.49885e-99,0.00011881,6.79941e-98,0.000127434,6.46821e-98,6.36741e-97,0.0479965,7.67754e-45,0.000234704,1.03256e-44,1.19111e-06,9.36024e-45,1.59097e-46,0.0469289,7.93908e-128,7.14852e-05,2.68067e-104,9.60043e-05,1.4373e-126,1.54343e-103,0.0443314,1.18079e-156,0.000193033,7.92523e-140,7.49455e-05,3.63072e-155,5.92219e-139,0.0810844,1.50555e-33,0.000100153,1.50684e-33,3.03721e-05,1.32277e-33,8.21459e-34
0.0913849,0.0155272,0.12403,1.64279e-15,2.24581e-13,1.64279e-15,1.73808e-15,0.264498,8.1047e-55,5.29745e-05,1.28099e-54,0.000154747,1.20908e-54,1.86943e-54,0.151856,2.06326e-31,5.04652e-05,1.696e-31,5.68338e-05,1.54522e-31,1.45298e-31,0.131,5.79803e-100,0.00011881,5.25723e-99,0.000127434,5.00115e-99,4.92321e-98,0.0479965,3.0868e-45,0.000234704,4.15145e-45,1.19111e-06,3.76334e-45,6.39658e-47,0.0469289,4.20689e-129,7.14852e-05,2.43051e-105,9.60043e-05,7.61619e-128,1.39939e-104,0.0443314,3.5647e-158,0.000193033,3.05164e-141,7.49455e-05,1.09608e-156,2.28037e-140,0.0810844,7.31074e-34,0.000100153,7.31698e-34,3.03721e-05,6.42317e-34,3.98888e-34
0.0913849,0.0146759,0.124881,1.55272e-15,2.26224e-13,1.55272e-15,1.64279e-15,0.264498,2.73095e-55,5.29745e-05,6.357e-55,0.000154747,6.00016e-55,9.2772e-55,0.151856,1.12772e-31,5.04652e-05,1.06758e-31,5.68338e-05,9.72667e-32,9.14605e-32,0.131,4.54831e-101,0.00011881,4.06484e-100,0.000127434,3.86684e-100,3.80658e-99,0.0479965,1.26203e-45,0.000234704,1.66912e-45,1.19111e-06,1.51308e-45,2.57178e-47,0.0469289,2.13561e-130,7.14852e-05,2.20369e-106,9.60043e-05,4.03579e-129,1.2688e-105,0.0443314,6.51866e-160,0.000193033,1.17505e-142,7.49455e-05,3.30899e-158,8.78065e-142,0.0810844,3.75228e-34,0.000100153,3.55301e-34,3.03721e-05,3.11899e-34,1.93694e-34
0.0913849,0.0138713,0.125686,1.46759e-15,2.27777e-13,1.46759e-15,1.55272e-15,0.264498,9.20218e-56,5.29745e-05,2.19889e-55,0.000154747,2.02181e-55,4.60388e-55,0.151856,6.1638e-32,5.04652e-05,5.91377e-32,5.68338e-05,5.31633e-32,5.75715e-32,0.131,3.56795e-102,0.00011881,3.18646e-101,0.000127434,3.03337e-101,2.9432e-100,0.0479965,5.15981e-46,0.000234704,6.81357e-46,1.19111e-06,6.18619e-46,1.034e-47,0.0469289,1.08414e-131,7.14852e-05,1.99804e-107,9.60043e-05,2.04876e-130,1.15039e-106,0.0443314,1.19205e-161,0.000193033,4.52458e-144,7.49455e-05,6.05106e-160,3.38103e-143,0.0810844,1.92588e-34,0.000100153,1.8116e-34,3.03721e-05,1.60084e-34,9.40547e-35
0.0913849,0.0131108,0.126446,1.38713e-15,2.29244e-13,1.38713e-15,1.46759e-15,0.264498,3.10075e-56,5.29745e-05,7.42519e-56,0.000154747,6.81266e-56,1.59248e-55,0.151856,3.36896e-32,5.04652e-05,3.23671e-32,5.68338e-05,2.90576e-32,3.18913e-32,0.131,2.79891e-103,0.00011881,2.49956e-102,0.000127434,2.37955e-102,2.3072e-101,0.0479965,2.10958e-46,0.000234704,2.78532e-46,1.19111e-06,2.52921e-46,4.22094e-48,0.0469289,5.50359e-133,7.14852e-05,1.81158e-108,9.60043e-05,1.04005e-131,1.04304e-107,0.0443314,2.17987e-163,0.000193033,1.74221e-145,7.49455e-05,1.10654e-161,1.30188e-144,0.0810844,9.88468e-35,0.000100153,9.29099e-35,3.03721e-05,8.21641e-35,4.79562e-35
0.0913849,0.012392,0.127165,1.31108e-15,2.30631e-13,1.31108e-15,1.38713e-15,0.264498,1.04483e-56,5.29745e-05,2.50242e-56,0.000154747,2.29558e-56,5.37748e-56,0.151856,1.84138e-32,5.04652e-05,1.76934e-32,5.68338e-05,1.58821e-32,1.74546e-32,0.131,2.19562e-104,0.00011881,1.96079e-103,0.000127434,1.86665e-103,1.80984e-102,0.0479965,8.62498e-47,0.000234704,1.13876e-46,1.19111e-06,1.03406e-46,1.72548e-48,0.0469289,2.79388e-134,7.14852e-05,1.64252e-109,9.60043e-05,5.27976e-133,9.45699e-109,0.0443314,3.98626e-165,0.000193033,6.70845e-147,7.49455e-05,2.0235e-163,5.01294e-146,0.0810844,5.07337e-35,0.000100153,4.76823e-35,3.03721e-05,4.21712e-35,2.45949e-35
0.0913849,0.0117126,0.127844,1.2392e-15,2.31942e-13,1.2392e-15,1.31108e-15,0.264498,3.52063e-57,5.29745e-05,8.43226e-57,0.000154747,7.73517e-57,1.81231e-56,0.151856,1.00645e-32,5.04652e-05,9.67087e-33,5.68338e-05,8.6807e-33,9.54154e-33,0.131,1.72237e-105,0.00011881,1.53816e-104,0.000127434,1.46431e-104,1.41974e-103,0.0479965,3.52631e-47,0.000234704,4.65578e-47,1.19111e-06,4.22776e-47,7.05449e-49,0.0469289,1.4183e-135,7.14852e-05,1.48924e-110,9.60043e-05,2.68025e-134,8.57444e-110,0.0443314,7.28956e-167,0.000193033,2.58312e-148,7.49455e-05,3.70031e-165,1.93025e-147,0.0810844,2.60394e-35,0.000100153,2.4473e-35,3.03721e-05,2.16446e-35,1.26224e-35
0.0913849,0.0110704,0.128487,1.17126e-15,2.33182e-13,1.17126e-15,1.2392e-15,0.264498,1.18631e-57,5.29745e-05,2.84133e-57,0.000154747,2.60643e-57,6.10682e-57,0.151856,5.50097e-33,5.04652e-05,5.28584e-33,5.68338e-05,4.74463e-33,5.21522e-33,0.131,1.35113e-106,0.00011881,1.20662e-105,0.000127434,1.14869e-105,1.11373e-104,0.0479965,1.44173e-47,0.000234704,1.90351e-47,1.19111e-06,1.72851e-47,2.88421e-49,0.0469289,7.19997e-137,7.14852e-05,1.35026e-111,9.60043e-05,1.36062e-135,7.77426e-111,0.0443314,1.33302e-168,0.000193033,9.9464e-150,7.49455e-05,6.76666e-167,7.43253e-149,0.0810844,1.33649e-35,0.000100153,1.25609e-35,3.03721e-05,1.11092e-35,6.47844e-36
0.0913849,0.0104635,0.129094,1.10704e-15,2.34353e-13,1.10704e-15,1.17126e-15,0.264498,3.99737e-58,5.29745e-05,9.5741e-58,0.000154747,8.78261e-58,2.05775e-57,0.151856,3.00668e-33,5.04652e-05,2.88909e-33,5.68338e-05,2.59328e-33,2.8505e-33,0.131,1.0599e-107,0.00011881,9.4654e-107,0.000127434,9.01096e-107,8.7367e-106,0.0479965,5.89447e-48,0.000234704,7.78247e-48,1.19111e-06,7.06699e-48,1.17921e-49,0.0469289,3.65504e-138,7.14852e-05,1.22425e-112,9.60043e-05,6.90715e-137,7.04876e-112,0.0443314,2.43766e-170,0.000193033,3.82991e-151,7.49455e-05,1.2374e-168,2.86193e-150,0.0810844,6.85959e-36,0.000100153,6.44694e-36,3.03721e-05,5.70187e-36,3.32509e-36
0.0913849,0.00988978,0.129667,1.04635e-15,2.3546e-13,1.04635e-15,1.10704e-15,0.264498,1.34695e-58,5.29745e-05,3.22608e-58,0.000154747,2.95938e-58,6.93377e-58,0.151856,1.64337e-33,5.04652e-05,1.5791e-33,5.68338e-05,1.41742e-33,1.558e-33,0.131,8.31447e-109,0.00011881,7.4252e-108,0.000127434,7.06871e-108,6.85357e-107,0.0479965,2.40995e-48,0.000234704,3.18185e-48,1.19111e-06,2.88933e-48,4.82116e-50,0.0469289,1.85547e-139,7.14852e-05,1.11e-113,9.60043e-05,3.50639e-138,6.39096e-113,0.0443314,4.45767e-172,0.000193033,1.47472e-152,7.49455e-05,2.2628e-170,1.102e-151,0.0810844,3.52072e-36,0.000100153,3.30893e-36,3.03721e-05,2.92652e-36,1.70662e-36
0.0913849,0.00934757,0.130209,9.88978e-16,2.36506e-13,9.88978e-16,1.04635e-15,0.264498,4.53866e-59,5.29745e-05,1.08705e-58,0.000154747,9.97188e-59,2.33639e-58,0.151856,8.98219e-34,5.04652e-05,8.63092e-34,5.68338e-05,7.74721e-34,8.51562e-34,0.131,6.52235e-110,0.00011881,5.82476e-109,0.000127434,5.5451e-109,5.37633e-108,0.0479965,9.85302e-49,0.000234704,1.30089e-48,1.19111e-06,1.1813e-48,1.97112e-50,0.0469289,9.41924e-141,7.14852e-05,1.00642e-114,9.60043e-05,1.78001e-139,5.79454e-114,0.0443314,8.15162e-174,0.000193033,5.67848e-154,7.49455e-05,4.13791e-172,4.24329e-153,0.0810844,1.80703e-36,0.000100153,1.69833e-36,3.03721e-05,1.50205e-36,8.75933e-37
0.0913849,0.00883507,0.130722,9.34757e-16,2.37495e-13,9.34757e-16,9.88978e-16,0.264498,1.52934e-59,5.29745e-05,3.66293e-59,0.000154747,3.36011e-59,7.87268e-59,0.151856,4.90942e-34,5.04652e-05,4.71742e-34,5.68338e-05,4.23441e-34,4.6544e-34,0.131,5.1165e-111,0.00011881,4.56927e-110,0.000127434,4.3499e-110,4.2175e-109,0.0479965,4.02839e-49,0.000234704,5.31868e-49,1.19111e-06,4.82971e-49,8.05891e-51,0.0469289,4.78165e-142,7.14852e-05,9.12495e-116,9.60043e-05,9.03616e-141,5.25379e-115,0.0443314,1.49066e-175,0.000193033,2.18652e-155,7.49455e-05,7.56689e-174,1.6339e-154,0.0810844,9.27469e-37,0.000100153,8.71676e-37,3.03721e-05,7.70936e-37,4.49578e-37
0.0913849,0.00835068,0.131206,8.83507e-16,2.3843e-13,8.83507e-16,9.34757e-16,0.264498,5.15325e-60,5.29745e-05,1.23426e-59,0.000154747,1.13222e-59,2.65277e-59,0.151856,2.68335e-34,5.04652e-05,2.57841e-34,5.68338e-05,2.31441e-34,2.54397e-34,0.131,4.01368e-112,0.00011881,3.5844e-111,0.000127434,3.41231e-111,3.30845e-110,0.0479965,1.647e-49,0.000234704,2.17454e-49,1.19111e-06,1.97462e-49,3.29487e-51,0.0469289,2.42739e-143,7.14852e-05,8.27339e-117,9.60043e-05,4.58718e-142,4.7635e-116,0.0443314,2.72594e-177,0.000193033,8.41931e-157,7.49455e-05,1.38374e-175,6.29139e-156,0.0810844,4.76029e-37,0.000100153,4.47393e-37,3.03721e-05,3.95687e-37,2.30748e-37
0.0913849,0.00789285,0.131664,8.35068e-16,2.39313e-13,8.35068e-16,8.83507e-16,0.264498,1.73643e-60,5.29745e-05,4.15893e-60,0.000154747,3.81511e-60,8.93874e-60,0.151856,1.46665e-34,5.04652e-05,1.40929e-34,5.68338e-05,1.26499e-34,1.39046e-34,0.131,3.14856e-113,0.00011881,2.81181e-112,0.000127434,2.67681e-112,2.59534e-111,0.0479965,6.73374e-50,0.000234704,8.89055e-50,1.19111e-06,8.0732e-50,1.3471e-51,0.0469289,1.23226e-144,7.14852e-05,7.50131e-118,9.60043e-05,2.32867e-143,4.31896e-117,0.0443314,4.98484e-179,0.000193033,3.24189e-158,7.49455e-05,2.5304e-177,2.42253e-157,0.0810844,2.44324e-37,0.000100153,2.29627e-37,3.03721e-05,2.03089e-37,1.18433e-37
0.0913849,0.00746011,0.132097,7.89285e-16,2.40148e-13,7.89285e-16,8.35068e-16,0.264498,5.85106e-61,5.29745e-05,1.40139e-60,0.000154747,1.28554e-60,3.01199e-60,0.151856,8.01628e-35,5.04652e-05,7.70278e-35,5.68338e-05,6.91411e-35,7.59988e-35,0.131,2.46991e-114,0.00011881,2.20574e-113,0.000127434,2.09984e-113,2.03593e-112,0.0479965,2.75308e-50,0.000234704,3.63489e-50,1.19111e-06,3.30071e-50,5.50761e-52,0.0469289,6.25551e-146,7.14852e-05,6.80128e-119,9.60043e-05,1.18214e-144,3.91591e-118,0.0443314,9.11564e-181,0.000193033,1.2483e-159,7.49455e-05,4.62727e-179,9.32805e-159,0.0810844,1.25401e-37,0.000100153,1.17857e-37,3.03721e-05,1.04236e-37,6.07863e-38
