0-64,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,-1,-1,7,7,16,8,6,-1,-1,12,9,16,6,8,7,4,11,9,10,15,8,5,6,7,4,7,9,7,9,4,4,1,5,7,8,8,2,2,2,2,1,3,4,5,2,0,4,3,3,5,0,1,0,2,0,4,1,2,2,0,1,0,2,0,2,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,77,77,-1,-1,125,86,159,126,160,-1,-1,102,92,217,141,140,108,128,83,77,113,174,173,139,136,76,63,158,129,116,103,116,62,42,43,138,76,90,92,67,24,84,35,81,67,59,16,16,50,49,25,48,27,9,14,19,33,23,12,21,9,8,25,15,30,28,18,4,6,4,9,10,15,6,2,3,15,11,2,9,3,2,5,5,4,3,3,8,1,0,5,2,2,3,2,0,2,6,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tot,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,7,8,4,19,15,18,30,30,43,34,63,80,78,112,93,132,93,175,134,166,148,164,115,101,234,147,148,115,132,94,86,122,189,181,144,142,83,67,165,138,123,112,120,66,43,48,145,84,98,94,69,26,86,36,84,71,63,18,16,54,52,28,53,27,10,14,21,33,27,13,23,11,8,26,15,32,28,20,5,6,5,10,13,15,6,2,3,15,11,2,9,4,2,6,5,4,4,3,8,1,0,5,2,3,3,2,0,2,6,2,3,2,6,1,1,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,3,0,0,2,0,0,0,0,2,4,2,1,1,3,0,3,6,0,3,7,4,5,0,2,5,9,2,2,4,0,0,6,9,4,0,1,2,3,3,1,0,1,2,2,2,6,1,6,2,4,2,10,5,4,12,16,38,8,6,13,9,17,9,21,5,7,21,9,27,13,13,23,17,12,44,23,29,16,29,23,8,55,49,46,45,55,27,26,80,50,56,87,50,39,29,123,183,118,73,44,39,98,10,64,89,53,85,43,44,97,70,73,51,48,21,54,102,61,75,83,59,23,27,75,53,61,58,39,25,17,84,53,61,63,53,29,10034
