delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3
0.757276682290879,0.105288706852495,0.690336069065187,0.130921071172826,0.000218649699149,0.060919061895499,0.051564755224875,0.035083633355885,0.031794067244579,0.054738257265045,0.000483955984339,0.025994727263263,0.164876273034241,0.019056316641012,0.747076256103025,0.169789204117529,0.000274837476110,0.003276352672223,0.001454818348125,0.020273785360337,0.061585371006792,0.002034750633083,0.052333352624267,0.023554463246526,0.061181551072338,0.838886498459701,0.397276250479749,0.526351740775878,0.000232295517379,0.054245082282658,0.015840006000642,0.061871415702012,0.012246402726946,0.026468763789475,0.063540747410615,0.059703743157018,0.277113359238903,0.661647662232726,0.406889905845526,0.053208119038717,0.000048927667984,0.057717204072308,0.010072246480016,0.057940414709884,0.055952326982814,0.051914931190618,0.010950329609030,0.042270921533336
