delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1
0.083153301090210,0.316579421111180,0.399999999999700,0.038083890110600,0.000289315637170,0.034620571425950,0.014209436212550,0.047077904783900,0.067731535359930,0.017076416105950,0.007459278360140,0.067317008131840,0.891448349929480,0.020977290465390,0.692617455745850,0.254969960435730,0.000099449962980,0.001325941898780,1.000000000000000,0.346796012432660,0.024736382983190,0.050709199752610,0.021884341109240,0.003784104331630
