delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3
0.000000000000100,0.151939830742360,0.000000000000100,0.363320986867090,0.000289315637170,0.051101042526770,0.056635349008750,0.031865492849800,0.040162220145910,0.059374356693090,0.027681034137260,0.048502139807430,0.462375811426750,0.276925000968340,0.101851374760010,0.586940416360120,0.000067888107630,0.237352956703820,0.048611301365780,0.039060594429690,0.113701791682190,0.061513839912510,0.036039609281170,0.036225900894370,0.401257433691630,0.193387540474950,0.768717848584620,0.198139616481920,0.000266954343730,0.045262735304440,0.055891310239100,0.003998171285680,0.056124304582780,0.020281480315170,0.028161718340680,0.004688794700270,0.703360765849030,0.000000000000100,0.621186665462510,0.265403120800080,0.000245101183750,0.018074816551060,0.009197075173710,0.061293277556840,0.037174892351120,0.008644133546640,0.013477429275650,0.011078741106970
