delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1
0.131957517905380,0.329156803450360,0.075091966529728,0.242384765337153,0.000060861242518,0.068934409411668,0.036746055110208,0.056358061543356,0.033567431106385,0.066665334286038,0.027659656606109,0.058085847559586,0.384823927824626,0.095784847729848,0.306795863977821,0.665497660454731,0.000278474922963,0.052607199324855,0.010810193738506,0.001574525335090,0.019981506183291,0.016782184155380,0.045967762335456,0.023729010263268
