delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1
0.005664481807859,0.963053874262332,0.064831093088359,0.003476874269755,0.000005678975813,0.121967822950564,0.093311099943412,0.093389349944900,0.095954366931024,0.102690142745042,0.105831327176826,0.104625006974680,0.240801778610829,0.505082737115655,0.077463547466480,0.007274801671616,0.000000198943279,0.585728689361239,0.274906606689777,0.406168907280882,0.317298697595433,0.356440083483319,0.374447407075900,0.339508143087466
