delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3,delta_4,gamma_4,eps_4,r_4,x0_infect_4,beta0_4,beta1_4,beta2_4,beta3_4,beta4_4,beta5_4,beta6_4,delta_5,gamma_5,eps_5,r_5,x0_infect_5,beta0_5,beta1_5,beta2_5,beta3_5,beta4_5,beta5_5,beta6_5,delta_6,gamma_6,eps_6,r_6,x0_infect_6,beta0_6,beta1_6,beta2_6,beta3_6,beta4_6,beta5_6,beta6_6,delta_7,gamma_7,eps_7,r_7,x0_infect_7,beta0_7,beta1_7,beta2_7,beta3_7,beta4_7,beta5_7,beta6_7
0.000000000000100,0.054826137522700,0.000000000000100,1.000000000000000,0.000289315637170,0.051853101785500,0.031972242829930,0.000000000000100,0.000000000000100,0.041317963039840,0.159932696270850,0.027143206771690,0.740331306458130,0.000000000000100,0.247922115871300,0.724221463867040,0.000200720998800,0.005984872617780,0.000731601910690,0.056749036931220,0.018539074879240,0.016550090822280,0.017555563302740,0.028105311080420,0.471423044918760,0.036991149806440,0.404766509987290,0.539270985770120,0.000093332587620,0.029852878177880,0.001943212711690,0.062202665901460,0.024806072509020,0.049092085264080,0.026324091483900,0.037501869719460,0.666922146155550,0.269717190825260,0.272168980822110,0.724064775917620,0.000228005961650,0.046423413300910,0.031016150933530,0.009342106915520,0.010096255367530,0.021774430227860,0.057224994166540,0.005809200027120,0.490175726062070,0.134694925005700,0.956217705066080,0.006194899673400,0.000233336450130,0.012477984803940,0.001789642762750,0.049581914372170,0.062088420897700,0.051383318578370,0.026177394076490,0.051869121987310,0.959329774805360,0.001480379931500,0.387302202353550,0.522029949765470,0.000166257272700,0.019989903151950,0.049112900098180,0.039026456841520,0.032734185071450,0.008120647423030,0.003808071889740,0.024230740548780,0.928267534644790,0.065017705746270,0.673759622281160,0.287734941907330,0.000264625531740,0.030887812266810,0.055542869246950,0.058337138227560,0.028757884777540,0.030982412355870,0.024287504124150,0.005662111241520,0.426631450072060,0.089324255947870,0.675964880448790,0.264717997055700,0.000124630552200,0.043593663300210,0.045456460475170,0.002881889142670,0.054656303345520,0.025433119656190,0.049531656095290,0.056395753250190
