delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3,delta_4,gamma_4,eps_4,r_4,x0_infect_4,beta0_4,beta1_4,beta2_4,beta3_4,beta4_4,beta5_4,beta6_4,delta_5,gamma_5,eps_5,r_5,x0_infect_5,beta0_5,beta1_5,beta2_5,beta3_5,beta4_5,beta5_5,beta6_5,delta_6,gamma_6,eps_6,r_6,x0_infect_6,beta0_6,beta1_6,beta2_6,beta3_6,beta4_6,beta5_6,beta6_6,delta_7,gamma_7,eps_7,r_7,x0_infect_7,beta0_7,beta1_7,beta2_7,beta3_7,beta4_7,beta5_7,beta6_7
0.000196141125017,0.575562052743954,0.039148949239429,0.105435048526782,0.000016217348642,0.174224404310977,0.157002040539312,0.094425262016236,0.141574940531101,0.182235915240123,0.156764162271610,0.080246041405392,0.000454026661786,0.462485244578259,0.225345032412588,0.012156569669590,0.000174205463800,0.151627971180940,0.111866971816070,0.092445638510637,0.133795467417432,0.153796470398332,0.148761124486942,0.141959031590344,0.376935974339333,0.022492412374536,0.117259046530002,0.288491994895422,0.000222992427289,0.025397352899181,0.202669376526171,0.134257178679174,0.152796794683295,0.211480425465339,0.201705517476584,0.159639192309316,0.125832839694569,0.059566024220644,0.862850379389688,0.015829179821033,0.000240803318049,0.073227914592668,0.094864945100867,0.092972497221055,0.089974477716579,0.152393649815004,0.159895128950843,0.115132508694942,0.007583183169851,0.031060095324461,0.090443449589642,0.073197997499741,0.000076819121125,0.071822608027836,0.061884784234692,0.028962598755889,0.046726510920738,0.106739008256410,0.091149039998450,0.050101041648969,0.001855849193210,0.020499386223412,0.871852436824150,0.109911381139469,0.000236754918303,0.084917692129386,0.088701657686778,0.048479519790026,0.021860505165733,0.068843927625632,0.111791084501599,0.080541396634968,0.011999238526965,0.004208088441001,0.073499822702076,0.807174072847391,0.000047073201198,0.062954383749518,0.019116213629003,0.044665935584154,0.029335717949777,0.059584126917756,0.047792587466750,0.035818004256386,0.037554772653826,0.009901664660103,0.025416636212641,0.582805181871503,0.000056092918105,0.125108339588143,0.079798280780423,0.005446493504658,0.016570057564346,0.112062220155937,0.173557809664637,0.098128636453695
