delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3
0.348994086395354,0.651002683096103,0.000797217866515,0.000000056612744,0.000036580706416,0.302298954659390,0.069626523396531,0.342512042276962,0.734137791260370,0.400447871187224,0.267595036225331,0.258245306261310,0.000149082994766,0.644384485252059,0.345283177360288,0.413778874206462,0.000104792463715,0.219020258044887,0.004095058789904,0.458428552380637,0.543948190539895,0.299396480142076,0.739775211780971,0.998308553370508,0.002499437097815,0.997499264650100,0.012228867735482,0.000712838810619,0.000103088659066,0.267981635824473,0.180187790427252,0.616619801276124,0.356694451216849,0.728355047251021,0.708115239859836,0.936778961899950,0.169691585327304,0.269925668454543,0.668908097710701,0.189136801913665,0.000002415116117,0.708251808126630,0.083823253480315,0.999843239433890,0.449301835631681,0.376886226121336,0.422294948850883,0.363909502866150
