delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0
0.672924548203170,0.200760175803070,0.363313053582480,0.005356236571420,0.000275546618580,1.000000000000000,0.676370660775400,0.774463270991150,1.000000000000000,0.977758169552710,0.912933380633430,0.152497150178180
