delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0
0.684850973050694,0.000040670903638,0.995215766263401,0.004773270856556,0.000256843647029,0.813784545449566,0.447823218263040,0.297589680018287,0.428582331276334,0.889942541131447,0.658464084088102,0.410771506257503
