NbCI,NB_Classe,Method,Parametre_method_1,Parametre_method_2,fct_obj,nbr_evaluation,nbr_evaluation_aborted,temps,temps_CPU,delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0
1,1,MCMC,Gibbs,/,27798605889.302806854248047,99999,0,6.712990811000000,6.712281218000000,0.601684752329786,0.057778782196612,0.621853258825056,0.191903207692758,0.000141198813265,0.021070881543822,0.041203962200823,0.040673980800147,0.063064482606405,0.035959986984264,0.050005719213404,0.034530491351063
1,1,MCMC,Gibbs,/,27430868989.089611053466797,199999,0,13.416591259000000,13.415530824999999,0.589388510362357,0.045530278808676,0.634198416004689,0.179176785809145,0.000144760754699,0.033922869901860,0.053836623183603,0.035137534412928,0.057702729742081,0.031724533022984,0.059062522958285,0.046967161398555
