NbCI,Method,Parametre_method_1,Parametre_method_2,fct_obj,nbr_evaluation,nbr_evaluation_aborted,temps,temps_CPU,delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0
83,MCMC,Gibbs,/,27742500295.802383422851562,29,0,0.002099148000000,0.002100480000000,0.902457418443122,0.093265948663382,0.554675216248594,0.345793387600125,0.000189022702005,0.037100633844785,0.066150930494733,0.070905161996591,0.054971685304978,0.058515440480828,0.033577903602600,0.003478880258415
83,MCMC,Gibbs,/,27742471706.999046325683594,59,0,0.004257597000000,0.004255392000000,0.902457418443122,0.093265948663382,0.554677785785720,0.345793387600125,0.000189022702005,0.037104189955347,0.066155956221425,0.070907830694909,0.054976276892209,0.058518373757839,0.033580505546046,0.003483934325475
83,MCMC,Gibbs,/,27742408874.739665985107422,89,0,0.006338540000000,0.006336256000000,0.902454303849652,0.093249069785173,0.554680620705201,0.345793387600125,0.000189022702005,0.037111745428163,0.066155956221425,0.070907830694909,0.054979119235410,0.058520378933999,0.033580505546046,0.003483934325475
83,MCMC,Gibbs,/,27742353840.263412475585938,119,0,0.008355785000000,0.008353460000000,0.902452039684344,0.093242744383171,0.554684059658301,0.345793387600125,0.000189023073802,0.037118455175527,0.066155956221425,0.070907830694909,0.054990198522333,0.058520782957853,0.033580505546046,0.003484416593385
83,MCMC,Gibbs,/,27742350031.761959075927734,149,0,0.010354344000000,0.010352059000000,0.902449332649664,0.093242744383171,0.554688156052194,0.345786424104984,0.000189023292872,0.037118455175527,0.066160784269784,0.070914043582587,0.054990198522333,0.058520782957853,0.033586122832181,0.003484927131223
83,MCMC,Gibbs,/,27742314497.143306732177734,179,0,0.012337424000000,0.012335350000000,0.902446749491457,0.093239380733774,0.554692221343398,0.345778985634857,0.000189023464794,0.037122495514859,0.066160784269784,0.070914043582587,0.054992323406613,0.058520782957853,0.033589326856963,0.003484927131223
83,MCMC,Gibbs,/,27742312059.097103118896484,209,0,0.014331646000000,0.014329181000000,0.902445339753266,0.093238033455714,0.554695732393618,0.345778985634857,0.000189023997448,0.037122495514859,0.066160784269784,0.070914043582587,0.054995862321017,0.058520782957853,0.033592164434274,0.003491447063065
83,MCMC,Gibbs,/,27742239374.305240631103516,239,0,0.016327971000000,0.016325506000000,0.902440999627093,0.093235404134519,0.554696640201657,0.345776100149953,0.000189023997448,0.037131465572651,0.066160784269784,0.070919103332194,0.054999317649927,0.058520907488938,0.033592164434274,0.003495782218217
83,MCMC,Gibbs,/,27742233687.841239929199219,269,0,0.018562903000000,0.018457325000000,0.902438434265619,0.093235404134519,0.554708669740733,0.345774332603417,0.000189025549965,0.037131465572651,0.066160784269784,0.070919103332194,0.054999317649927,0.058523337359291,0.033592164434274,0.003502624587297
83,MCMC,Gibbs,/,27742196085.170978546142578,299,0,0.020596628000000,0.020489888000000,0.902430730015277,0.093230201527232,0.554716582350710,0.345774332603417,0.000189028476633,0.037135166749772,0.066166519215993,0.070919103332194,0.055000382267408,0.058523337359291,0.033593141079382,0.003505255701023
83,MCMC,Gibbs,/,27742176890.391078948974609,329,0,0.023321146000000,0.023224795000000,0.902429841774022,0.093230201527232,0.554718852556831,0.345774332603417,0.000189030407858,0.037137148725418,0.066178912723501,0.070921392490212,0.055003223872724,0.058526503764503,0.033593141079382,0.003507108268362
83,MCMC,Gibbs,/,27742144994.896667480468750,359,0,0.025945897000000,0.025843575000000,0.902427335323939,0.093230201527232,0.554721028801127,0.345770560435957,0.000189030407858,0.037140858599436,0.066190580593063,0.070927540318542,0.055012451964854,0.058530629586872,0.033593141079382,0.003515254032670
83,MCMC,Gibbs,/,27742137816.370773315429688,389,0,0.028129583000000,0.028025037000000,0.902424329862479,0.093225685877915,0.554727055324655,0.345753623518002,0.000189030571271,0.037140858599436,0.066190580593063,0.070929101182159,0.055012888467355,0.058532075359375,0.033594242793848,0.003516750451453
83,MCMC,Gibbs,/,27742135804.892280578613281,419,0,0.030255099000000,0.030151025000000,0.902423039695760,0.093225685877915,0.554727055324655,0.345750658962234,0.000189030855183,0.037140858599436,0.066194380485278,0.070931079472838,0.055023450148767,0.058532075359375,0.033594242793848,0.003520904883316
