NbCI,Method,Parametre_method_1,Parametre_method_2,fct_obj,nbr_evaluation,nbr_evaluation_aborted,temps,temps_CPU,delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1
80,MCMC,Gibbs,/,6900855.406398920342326,659,0,0.106076155000000,0.105851597000000,0.875592356692651,0.077455275706749,0.392288355016025,0.332786785561639,0.000246869438586,0.013650770742413,0.022948794462608,0.051214726546569,0.037969245382932,0.023845918101294,0.039355493131127,0.060076203046508,0.529193044568860,0.228370426911415,0.742175257908160,0.242531590064674,0.000123757399778,0.067249345696316,0.042163805546483,0.041059271917365,0.007558542143601,0.015587300088333,0.004866204551309,0.007757076527842
80,MCMC,Gibbs,/,6900584.728432635776699,689,0,0.110406808000000,0.110180687000000,0.875586628319179,0.077455275706749,0.392288355016025,0.332786785561639,0.000246872718442,0.013653915397305,0.022948865937475,0.051214726546569,0.037974269804440,0.023856602004269,0.039355493131127,0.060078496899731,0.529193272671647,0.228369249321201,0.742175257908160,0.242531590064674,0.000123757391381,0.067252614034023,0.042163805546483,0.041059271917365,0.007562794542413,0.015587300088333,0.004866451900168,0.007757076527842
80,MCMC,Gibbs,/,6900292.919842725619674,719,0,0.114672599000000,0.114446448000000,0.875585392249257,0.077453752721725,0.392291670563886,0.332787428786642,0.000246872718442,0.013657199539015,0.022948865937475,0.051217011576132,0.037978918307031,0.023863368666262,0.039368050036715,0.060078496899731,0.529190310033120,0.228369249321201,0.742186224148944,0.242527637882619,0.000123757289326,0.067252614034023,0.042163805546483,0.041059271917365,0.007564327178027,0.015587300088333,0.004868874716894,0.007757076527842
80,MCMC,Gibbs,/,6900051.057946810498834,749,0,0.118960231000000,0.118734091000000,0.875580969758279,0.077450831028097,0.392294344490871,0.332784784360485,0.000246870628800,0.013663603906022,0.022948865937475,0.051217011576132,0.037978918307031,0.023866600549031,0.039379781243619,0.060079051123099,0.529190310033120,0.228369249321201,0.742191365108419,0.242527071286909,0.000123758342678,0.067255633539214,0.042163747276802,0.041061038790285,0.007564327178027,0.015587300088333,0.004868874716894,0.007759311766340
80,MCMC,Gibbs,/,6899938.383349313400686,779,0,0.123313366000000,0.123090372000000,0.875580969758279,0.077450831028097,0.392293270155829,0.332780172202328,0.000246870644362,0.013663603906022,0.022948865937475,0.051217011576132,0.037978918307031,0.023866930235595,0.039379781243619,0.060079051123099,0.529186905918320,0.228365646955682,0.742191827735053,0.242521737342911,0.000123757862301,0.067255441482613,0.042163975029094,0.041063884361916,0.007564327178027,0.015590370619320,0.004868874716894,0.007759311766340
80,MCMC,Gibbs,/,6899792.003211171366274,809,0,0.127689525000000,0.127466520000000,0.875579882312160,0.077451102059567,0.392293270155829,0.332789200301856,0.000246870644362,0.013667898309167,0.022948865937475,0.051226365918198,0.037978918307031,0.023866930235595,0.039380371901603,0.060077677878984,0.529186905918320,0.228363528378613,0.742188693053686,0.242522142281420,0.000123756735279,0.067259808018896,0.042166501558404,0.041066558758226,0.007565106721944,0.015590370619320,0.004868874716894,0.007759311766340
80,MCMC,Gibbs,/,6899559.204962128773332,839,0,0.132014647000000,0.131789759000000,0.875576830710171,0.077445337944489,0.392293785262269,0.332789200301856,0.000246868890466,0.013667898309167,0.022955518853172,0.051227455088890,0.037979792305165,0.023866930235595,0.039380371901603,0.060077677878984,0.529185557802787,0.228363528378613,0.742188693053686,0.242522142281420,0.000123756735279,0.067259808018896,0.042166501558404,0.041066558758226,0.007568866205237,0.015590370619320,0.004876027345617,0.007759527274598
80,MCMC,Gibbs,/,6899152.902410375885665,869,0,0.136322187000000,0.136097058000000,0.875574429218186,0.077445337944489,0.392293785262269,0.332785863267536,0.000246868373093,0.013669399990193,0.022961593186157,0.051227455088890,0.037984203740350,0.023874430072737,0.039380371901603,0.060077677878984,0.529176869493895,0.228360739613541,0.742188693053686,0.242523037307714,0.000123756735279,0.067260688511418,0.042166501558404,0.041072839144811,0.007568866205237,0.015590814312854,0.004876027345617,0.007759527274598
80,MCMC,Gibbs,/,6898893.375265132635832,899,0,0.140677566000000,0.140453419000000,0.875574429218186,0.077443536733333,0.392293785262269,0.332790259871520,0.000246870865787,0.013681510865381,0.022961593186157,0.051231941533159,0.037984203740350,0.023874430072737,0.039380371901603,0.060077677878984,0.529171194249562,0.228360739613541,0.742188693053686,0.242531589080691,0.000123757976192,0.067263691836192,0.042166501558404,0.041073279367814,0.007571123269489,0.015590814312854,0.004876027345617,0.007759527274598
80,MCMC,Gibbs,/,6898816.280017091892660,929,0,0.145124907000000,0.144901933000000,0.875574349944171,0.077443536733333,0.392293785262269,0.332789680814236,0.000246871616412,0.013681510865381,0.022961593186157,0.051231941533159,0.037984203740350,0.023874430072737,0.039381915261505,0.060075322216286,0.529171194249562,0.228359375913055,0.742189690933367,0.242531589080691,0.000123757625615,0.067266803192055,0.042166501558404,0.041074283149929,0.007573466224391,0.015590814312854,0.004881773613090,0.007763953155213
80,MCMC,Gibbs,/,6898620.119286768138409,959,0,0.149877039000000,0.149652361000000,0.875573100376255,0.077443536733333,0.392293785262269,0.332789797671110,0.000246872214435,0.013682690641719,0.022964067437288,0.051231941533159,0.037988054861900,0.023874430072737,0.039384148819120,0.060077659717277,0.529166198422431,0.228359375913055,0.742188425157392,0.242531589080691,0.000123756953218,0.067266803192055,0.042167952498657,0.041079048175176,0.007574470425346,0.015590814312854,0.004883455451235,0.007766787486087
80,MCMC,Gibbs,/,6898408.509635595604777,989,0,0.154343025000000,0.154117155000000,0.875573100376255,0.077443536733333,0.392293785262269,0.332789797671110,0.000246870811563,0.013688024442826,0.022966626936497,0.051236450942416,0.037990183149494,0.023874430072737,0.039388673509434,0.060079399488620,0.529166198422431,0.228359375913055,0.742192120679133,0.242531589080691,0.000123755461890,0.067270141623864,0.042167952498657,0.041079048175176,0.007575989725529,0.015594552663103,0.004884877974812,0.007771097633450
80,MCMC,Gibbs,/,6898123.181070635095239,1019,0,0.158638291000000,0.158412171000000,0.875572695934732,0.077443536733333,0.392287897110590,0.332789797671110,0.000246870073684,0.013688550632035,0.022973135574344,0.051236450942416,0.038000901716235,0.023874430072737,0.039388673509434,0.060081683607712,0.529163491789037,0.228355801377703,0.742189972764327,0.242526941856588,0.000123755461890,0.067270141623864,0.042167952498657,0.041079386598974,0.007578438364658,0.015595003597387,0.004887744438225,0.007772707269918
80,MCMC,Gibbs,/,6897962.568561920896173,1049,0,0.163061247000000,0.162837492000000,0.875572695934732,0.077442334943053,0.392287897110590,0.332784178766405,0.000246869976359,0.013690382626258,0.022974025322047,0.051236450942416,0.038000901716235,0.023875204766423,0.039394574536796,0.060081683607712,0.529159904669909,0.228355801377703,0.742183755259439,0.242525833382854,0.000123755461890,0.067270141623864,0.042169408547564,0.041079386598974,0.007578438364658,0.015598467858596,0.004887744438225,0.007772707269918
80,MCMC,Gibbs,/,6897749.300792604684830,1079,0,0.167462993000000,0.167236863000000,0.875572695934732,0.077438851615364,0.392287702177868,0.332785399789089,0.000246869976359,0.013690382626258,0.022974025322047,0.051238185663045,0.038008099607984,0.023876883729557,0.039396091465413,0.060083535949046,0.529159904669909,0.228350238030083,0.742183066724795,0.242525833382854,0.000123755501757,0.067272809738092,0.042174687426296,0.041081612543220,0.007578438364658,0.015598467858596,0.004888923739985,0.007772071968602
80,MCMC,Gibbs,/,6897660.897723347879946,1109,0,0.171801891000000,0.171575862000000,0.875572695934732,0.077438851615364,0.392281453706532,0.332783202134084,0.000246870113469,0.013690382626258,0.022974025322047,0.051243051686710,0.038008099607984,0.023877997464721,0.039398132220111,0.060083535949046,0.529159904669909,0.228348436001717,0.742183066724795,0.242522080318106,0.000123754447121,0.067277161565521,0.042175230758279,0.041081612543220,0.007580182116531,0.015598227575816,0.004890443414630,0.007772071968602
80,MCMC,Gibbs,/,6897448.014655822888017,1139,0,0.176152161000000,0.175926041000000,0.875572695934732,0.077435585566420,0.392280584818974,0.332784784975528,0.000246869826290,0.013690382626258,0.022974025322047,0.051255864935823,0.038012346287885,0.023886624486755,0.039398132220111,0.060083535949046,0.529157591609636,0.228348436001717,0.742178574813825,0.242517926927201,0.000123752002636,0.067278359737036,0.042175230758279,0.041081612543220,0.007581410403497,0.015598227575816,0.004890443414630,0.007772071968602
80,MCMC,Gibbs,/,6897258.818139975890517,1169,0,0.180490969000000,0.180264829000000,0.875569869004316,0.077432367040617,0.392281641278411,0.332779861776724,0.000246870466181,0.013690382626258,0.022975730039055,0.051256640568555,0.038012346287885,0.023895207879096,0.039399008021163,0.060088420998494,0.529157480409376,0.228348436001717,0.742179055851678,0.242519463704952,0.000123752858576,0.067279399763409,0.042175230758279,0.041081612543220,0.007581410403497,0.015599024125699,0.004890443414630,0.007772071968602
80,MCMC,Gibbs,/,6897075.444704172201455,1199,0,0.184822975000000,0.184596805000000,0.875569051191651,0.077432367040617,0.392279699509361,0.332779861776724,0.000246869969056,0.013694604332733,0.022975730039055,0.051256640568555,0.038014802628494,0.023896428114036,0.039399008021163,0.060088420998494,0.529157480409376,0.228348436001717,0.742172959910220,0.242520382179246,0.000123751862240,0.067281624954241,0.042180228938982,0.041087218050901,0.007581410403497,0.015606309170655,0.004891187856428,0.007773289326550
80,MCMC,Gibbs,/,6896816.675195001065731,1229,0,0.189191699000000,0.188965629000000,0.875569051191651,0.077432326160435,0.392279699509361,0.332781435469129,0.000246869879624,0.013700945510905,0.022975730039055,0.051256640568555,0.038016667462978,0.023898041713200,0.039399008021163,0.060088477024308,0.529151720091507,0.228347576776612,0.742175307911157,0.242525987853515,0.000123751862240,0.067283311641926,0.042181102972245,0.041087218050901,0.007581676918411,0.015616601920364,0.004891187856428,0.007773289326550
80,MCMC,Gibbs,/,6896583.377270086668432,1259,0,0.193537670000000,0.193311541000000,0.875560030251142,0.077432326160435,0.392279310367407,0.332780980891283,0.000246869362680,0.013700945510905,0.022976893698915,0.051256640568555,0.038016667462978,0.023904790875075,0.039401968732744,0.060088477024308,0.529151720091507,0.228346945172626,0.742174977433342,0.242523381625378,0.000123751644325,0.067284376749487,0.042181102972245,0.041087218050901,0.007582499058827,0.015618281460582,0.004899880920713,0.007774792058499
80,MCMC,Gibbs,/,6896386.509160891175270,1289,0,0.197813691000000,0.197587541000000,0.875555604493957,0.077432326160435,0.392277250562845,0.332780980891283,0.000246870798288,0.013704946301288,0.022976893698915,0.051256640568555,0.038022343167325,0.023906582655399,0.039404057825327,0.060088477024308,0.529151720091507,0.228346945172626,0.742174489933317,0.242523381625378,0.000123753885879,0.067286888316984,0.042181102972245,0.041087218050901,0.007585044451349,0.015625667273342,0.004899880920713,0.007774792058499
80,MCMC,Gibbs,/,6896219.178778068162501,1319,0,0.202145125000000,0.201918956000000,0.875548877541102,0.077432326160435,0.392277250562845,0.332779687626096,0.000246872735316,0.013709614583737,0.022977999707356,0.051261664454610,0.038022358375706,0.023906582655399,0.039404057825327,0.060089493406086,0.529151720091507,0.228345642123904,0.742165039024932,0.242524344263281,0.000123755283087,0.067286888316984,0.042183833770867,0.041088723748075,0.007585044451349,0.015625975619088,0.004899880920713,0.007774792058499
80,MCMC,Gibbs,/,6896008.183855006471276,1349,0,0.206493010000000,0.206266881000000,0.875548877541102,0.077432326160435,0.392277567556791,0.332778480392907,0.000246872484507,0.013711889647145,0.022980167239926,0.051261664454610,0.038025102693367,0.023906582655399,0.039404057825327,0.060089493406086,0.529147585717099,0.228344481705912,0.742171544848082,0.242524344263281,0.000123755283087,0.067286888316984,0.042183833770867,0.041088723748075,0.007585044451349,0.015637340912104,0.004899880920713,0.007776625190220
80,MCMC,Gibbs,/,6895953.055926050990820,1379,0,0.210823443000000,0.210597304000000,0.875548877541102,0.077432326160435,0.392278636964454,0.332786873955508,0.000246872484507,0.013711889647145,0.022980167239926,0.051264165268932,0.038025102693367,0.023906781930171,0.039404057825327,0.060089493406086,0.529147585717099,0.228342915877861,0.742177501359454,0.242524344263281,0.000123753588926,0.067289422897403,0.042183833770867,0.041088723748075,0.007585044451349,0.015639273983843,0.004899880920713,0.007782206327252
80,MCMC,Gibbs,/,6895816.213527558371425,1409,0,0.215153435000000,0.214927275000000,0.875548877541102,0.077431684833948,0.392279632645883,0.332786873955508,0.000246873748334,0.013711889647145,0.022983030340308,0.051264165268932,0.038025102693367,0.023911589186702,0.039404057825327,0.060089493406086,0.529147585717099,0.228342915877861,0.742177501359454,0.242531563443081,0.000123755207879,0.067289826447525,0.042184181274913,0.041088762296070,0.007588519280827,0.015639273983843,0.004901715247303,0.007782206327252
80,MCMC,Gibbs,/,6895668.154387005604804,1439,0,0.219495970000000,0.219269820000000,0.875549229905219,0.077429470056008,0.392279855497027,0.332785210183906,0.000246873748334,0.013711889647145,0.022983030340308,0.051266529595168,0.038027393043819,0.023911589186702,0.039404057825327,0.060088767623187,0.529139829466161,0.228342915877861,0.742175616435077,0.242529276569185,0.000123756393078,0.067289826447525,0.042184181274913,0.041088762296070,0.007588519280827,0.015641583037010,0.004902962586557,0.007786706017996
80,MCMC,Gibbs,/,6895442.091081082820892,1469,0,0.223857571000000,0.223631441000000,0.875548547057307,0.077426248311319,0.392279855497027,0.332783886520172,0.000246873748334,0.013720015525462,0.022983030340308,0.051266529595168,0.038027393043819,0.023911589186702,0.039404057825327,0.060090106749540,0.529139587299151,0.228338889163779,0.742161900151404,0.242529276569185,0.000123756058106,0.067292947979694,0.042184181274913,0.041093865652036,0.007592100317804,0.015641583037010,0.004906632795915,0.007786706017996
80,MCMC,Gibbs,/,6895385.094281883910298,1499,0,0.228186771000000,0.227960622000000,0.875547833498045,0.077426070401328,0.392279855497027,0.332784987998461,0.000246873748334,0.013720015525462,0.022983030340308,0.051266529595168,0.038027393043819,0.023913613289642,0.039408149146298,0.060090106749540,0.529139587299151,0.228338889163779,0.742155715725799,0.242529091002851,0.000123760254469,0.067292947979694,0.042184181274913,0.041093865652036,0.007592100317804,0.015641583037010,0.004906632795915,0.007788676501254
80,MCMC,Gibbs,/,6895171.708881365135312,1529,0,0.232514168000000,0.232288028000000,0.875539320013188,0.077426070401328,0.392280703994653,0.332788303124329,0.000246872873529,0.013724451078320,0.022983030340308,0.051266781847522,0.038032542711213,0.023913478380338,0.039408149146298,0.060090106749540,0.529139587299151,0.228338889163779,0.742155990524931,0.242532220128112,0.000123761734512,0.067292947979694,0.042191004171934,0.041093865652036,0.007594796789815,0.015641583037010,0.004912770526767,0.007788676501254
80,MCMC,Gibbs,/,6894981.006989350542426,1559,0,0.236848467000000,0.236622308000000,0.875539320013188,0.077426070401328,0.392278671357934,0.332779204907180,0.000246872873529,0.013724451078320,0.022983030340308,0.051266781847522,0.038034317707494,0.023917458100938,0.039408149146298,0.060090106749540,0.529136874907978,0.228338889163779,0.742155990524931,0.242529493259105,0.000123761734512,0.067292947979694,0.042196926415670,0.041099629240067,0.007594796789815,0.015648782331522,0.004913291541846,0.007791324008811
80,MCMC,Gibbs,/,6894762.664575972594321,1589,0,0.241199839000000,0.240973720000000,0.875538398447470,0.077426070401328,0.392278671357934,0.332779756257801,0.000246872873529,0.013727961895156,0.022983030340308,0.051271605226153,0.038034317707494,0.023920294037213,0.039408149146298,0.060090486871659,0.529133900828127,0.228338889163779,0.742156909240702,0.242530889474913,0.000123760846859,0.067303822340292,0.042200085162437,0.041099988213149,0.007594796789815,0.015652114380898,0.004916179372546,0.007791324008811
80,MCMC,Gibbs,/,6894577.823974976316094,1619,0,0.245503391000000,0.245277272000000,0.875538398447470,0.077426070401328,0.392281263989848,0.332774160719434,0.000246873597227,0.013731097030071,0.022983030340308,0.051271751971093,0.038034317707494,0.023920294037213,0.039415376659431,0.060094666512783,0.529133900828127,0.228338889163779,0.742156909240702,0.242530889474913,0.000123761541977,0.067308314809815,0.042200085162437,0.041107127959160,0.007594752345851,0.015661204622236,0.004920749208606,0.007791324008811
80,MCMC,Gibbs,/,6894458.385422509163618,1649,0,0.249805571000000,0.249579422000000,0.875536311523514,0.077426070401328,0.392279265686108,0.332776290674001,0.000246873597227,0.013731737308644,0.022985703365826,0.051271751971093,0.038036789603591,0.023920294037213,0.039415376659431,0.060094666512783,0.529133900828127,0.228338889163779,0.742157953391936,0.242532824958662,0.000123758237164,0.067308314809815,0.042200085162437,0.041107127959160,0.007601264190712,0.015661204622236,0.004922850260542,0.007795259426039
80,MCMC,Gibbs,/,6894236.939404707401991,1679,0,0.254103022000000,0.253876933000000,0.875536311523514,0.077424114920293,0.392279550528033,0.332768249619829,0.000246873597227,0.013739277834125,0.022985703365826,0.051271751971093,0.038046284423716,0.023921390431388,0.039415376659431,0.060099950326501,0.529133900828127,0.228337215986848,0.742156462104193,0.242537153473735,0.000123758237164,0.067308314809815,0.042203709621025,0.041107127959160,0.007601264190712,0.015661204622236,0.004922850260542,0.007795259426039
