NbCI,NB_Classe,Method,Parametre_method_1,Parametre_method_2,fct_obj,nbr_evaluation,nbr_evaluation_aborted,temps,temps_CPU,delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3
4,4,MCMC,Metropolis,/,1822784.393592723645270,100000,0,40.131577960000001,40.129712327999997,0.322230145979722,0.602360826087372,0.245556760313837,0.026471701362115,0.000048521390295,0.071724274042532,0.034446504913209,0.060568909453535,0.023094908582906,0.032331855723891,0.057464050910287,0.012928461292826,0.857103390754275,0.020188848222993,0.398805649837238,0.445410311908501,0.000215050070212,0.072538412665613,0.084822344737546,0.038906913559568,0.076026126759374,0.069798235184695,0.069110123967001,0.062913452812325,0.391969985985450,0.236551264627094,0.567848676525980,0.247927123093790,0.000213477388726,0.109977613214758,0.158184260255766,0.092719065906050,0.126406351532268,0.150239918633965,0.134015493351613,0.094440667657738,0.216061573861807,0.000180006388125,0.584700329940987,0.135609245441220,0.000066252529954,0.119683485393328,0.133353615612672,0.068739223339893,0.070897838992372,0.131891577051728,0.117766852866060,0.058297502668514
4,4,MCMC,Metropolis,/,1118283.099765869788826,200000,0,79.784434331000000,79.779090066999998,0.257775303102322,0.542806457806218,0.237582590174570,0.021334086748541,0.000052122471063,0.091981870028728,0.095067582503059,0.076710173969200,0.063716895601792,0.087326303551168,0.083045737123473,0.029021626189172,0.730030131244946,0.000128486459189,0.406153644580207,0.441555947707170,0.000213737153593,0.095603359288584,0.193905064460330,0.103944042851746,0.159467343632168,0.189826064322525,0.153193424448395,0.102836461872143,0.291503616459009,0.296691233911027,0.599115817017276,0.185798274021132,0.000214023955957,0.165383323018297,0.108036116761554,0.106138713161351,0.142518218783171,0.174197376796642,0.160838921974366,0.140281915567189,0.130682273482330,0.019659975590099,0.587595504407979,0.137797950584609,0.000067501647512,0.191381072938892,0.082697824919014,0.063506460980117,0.070388156441810,0.148829946650821,0.156234275836104,0.112243594181132
